fecha,idsalaUsada,hora,IdpeliculaProyectada,"precio boleto",boletosVendios
09/07/2023,6,"04:00:00 p. m.",34,82.95,17
09/07/2023,2,"06:00:00 a. m.",55,91.11,11
09/07/2023,15,"03:00:00 a. m.",16,147.19,6
09/07/2023,13,"09:00:00 a. m.",30,123.2,189
09/07/2023,11,"12:00:00 p. m.",64,86.92,46
09/07/2023,1,"02:00:00 a. m.",5,119.36,100
09/07/2023,6,"09:00:00 a. m.",19,59.29,174
09/07/2023,9,"10:00:00 p. m.",22,94.75,18
09/07/2023,5,"01:00:00 a. m.",60,60.88,149
09/07/2023,2,"05:00:00 a. m.",75,61.29,95
10/07/2023,11,"06:00:00 p. m.",80,38.54,105
10/07/2023,6,"02:00:00 p. m.",77,114.12,77
10/07/2023,6,"09:00:00 p. m.",98,74.52,72
10/07/2023,8,"03:00:00 p. m.",61,66.08,30
10/07/2023,11,"02:00:00 p. m.",60,58.99,41
11/07/2023,3,"03:00:00 p. m.",22,94.48,92
11/07/2023,9,"04:00:00 a. m.",48,34.25,82
11/07/2023,5,"02:00:00 p. m.",62,109.14,100
11/07/2023,6,"04:00:00 p. m.",7,141.44,104
11/07/2023,5,"04:00:00 a. m.",72,131.01,3
11/07/2023,14,"07:00:00 p. m.",3,114.29,34
11/07/2023,7,"08:00:00 a. m.",85,71.07,39
11/07/2023,10,"11:00:00 p. m.",52,58.27,17
11/07/2023,9,"05:00:00 p. m.",3,115.78,7
11/07/2023,4,"08:00:00 a. m.",63,92.66,60
11/07/2023,11,"02:00:00 a. m.",6,110.11,42
11/07/2023,2,"06:00:00 p. m.",92,92.93,7
11/07/2023,3,"04:00:00 p. m.",25,32.28,119
11/07/2023,7,"07:00:00 a. m.",46,106.68,37
11/07/2023,13,"04:00:00 p. m.",49,67.47,27
12/07/2023,8,"04:00:00 a. m.",27,121.06,37
12/07/2023,4,"09:00:00 a. m.",37,144.89,34
12/07/2023,8,"08:00:00 p. m.",75,120.34,45
12/07/2023,11,"04:00:00 a. m.",80,67.4,123
12/07/2023,8,"05:00:00 a. m.",86,61.31,36
12/07/2023,1,"06:00:00 a. m.",82,70.87,126
12/07/2023,15,"08:00:00 a. m.",62,44.9,60
12/07/2023,12,"11:00:00 a. m.",16,82.16,10
12/07/2023,6,"12:00:00 a. m.",44,139.03,60
12/07/2023,5,"02:00:00 a. m.",20,96.93,53
12/07/2023,8,"03:00:00 a. m.",9,31.74,8
12/07/2023,9,"09:00:00 a. m.",77,127.92,81
12/07/2023,6,"07:00:00 p. m.",26,130.54,154
12/07/2023,7,"02:00:00 p. m.",57,109.38,95
12/07/2023,9,"02:00:00 a. m.",25,113.27,17
12/07/2023,1,"02:00:00 a. m.",31,90.92,138
13/07/2023,5,"08:00:00 p. m.",52,111.38,0
13/07/2023,3,"06:00:00 a. m.",18,85.51,69
13/07/2023,3,"01:00:00 p. m.",97,79.39,40
13/07/2023,4,"12:00:00 a. m.",82,103.55,92
13/07/2023,6,"05:00:00 p. m.",63,101.23,137
13/07/2023,7,"06:00:00 p. m.",94,134.58,98
13/07/2023,5,"02:00:00 a. m.",40,56.24,82
14/07/2023,1,"02:00:00 p. m.",99,34.23,72
14/07/2023,4,"06:00:00 a. m.",95,115.96,0
14/07/2023,12,"11:00:00 p. m.",7,69.88,33
14/07/2023,10,"12:00:00 a. m.",81,36.91,1
14/07/2023,7,"07:00:00 p. m.",22,74.26,157
14/07/2023,15,"05:00:00 p. m.",82,84.23,5
14/07/2023,14,"01:00:00 p. m.",58,75.62,17
14/07/2023,2,"05:00:00 p. m.",39,34.86,72
14/07/2023,11,"01:00:00 p. m.",62,103.72,46
14/07/2023,4,"07:00:00 a. m.",24,139.46,31
14/07/2023,1,"08:00:00 p. m.",23,62.4,26
14/07/2023,3,"01:00:00 p. m.",49,47.06,50
14/07/2023,11,"07:00:00 a. m.",58,81.95,95
15/07/2023,5,"12:00:00 a. m.",69,102.85,158
15/07/2023,15,"03:00:00 p. m.",89,124.45,89
15/07/2023,12,"04:00:00 a. m.",69,42.87,26
15/07/2023,8,"10:00:00 p. m.",90,52.67,26
15/07/2023,13,"03:00:00 p. m.",66,125.23,11
15/07/2023,8,"04:00:00 a. m.",37,35.14,47
15/07/2023,7,"07:00:00 a. m.",94,120.97,167
15/07/2023,4,"06:00:00 p. m.",5,90.98,31
15/07/2023,6,"03:00:00 a. m.",84,30.93,171
15/07/2023,6,"01:00:00 p. m.",54,42.91,61
15/07/2023,2,"01:00:00 a. m.",1,106.65,78
15/07/2023,11,"02:00:00 a. m.",71,64.32,41
16/07/2023,13,"07:00:00 p. m.",24,40.16,195
16/07/2023,2,"10:00:00 a. m.",93,105.77,52
16/07/2023,14,"10:00:00 a. m.",10,99.93,2
16/07/2023,10,"01:00:00 a. m.",76,116.66,89
16/07/2023,4,"03:00:00 p. m.",63,95.43,23
16/07/2023,12,"03:00:00 a. m.",86,89.14,49
17/07/2023,11,"12:00:00 p. m.",93,115.43,43
17/07/2023,1,"11:00:00 a. m.",40,112.21,153
17/07/2023,13,"12:00:00 a. m.",92,125.84,57
17/07/2023,13,"03:00:00 a. m.",87,69.65,72
18/07/2023,9,"11:00:00 a. m.",33,149.94,41
18/07/2023,3,"05:00:00 a. m.",69,114.11,134
18/07/2023,13,"12:00:00 a. m.",94,98.01,182
18/07/2023,3,"03:00:00 p. m.",32,130.52,1
18/07/2023,1,"11:00:00 p. m.",51,100.58,66
18/07/2023,15,"04:00:00 a. m.",55,141.47,99
18/07/2023,11,"01:00:00 p. m.",16,135.16,101
18/07/2023,1,"07:00:00 a. m.",27,129.85,74
18/07/2023,4,"11:00:00 p. m.",17,141.48,33
18/07/2023,14,"12:00:00 a. m.",57,128.52,1
18/07/2023,10,"06:00:00 p. m.",86,39.97,85
18/07/2023,9,"02:00:00 a. m.",82,64.51,43
18/07/2023,6,"03:00:00 a. m.",74,104.79,95
19/07/2023,11,"09:00:00 p. m.",51,87.52,21
19/07/2023,15,"11:00:00 p. m.",29,106.14,5
19/07/2023,2,"04:00:00 p. m.",88,68.07,46
19/07/2023,15,"03:00:00 a. m.",35,60.65,32
19/07/2023,10,"10:00:00 p. m.",35,115.59,48
19/07/2023,4,"11:00:00 a. m.",82,130.44,3
19/07/2023,4,"09:00:00 p. m.",55,61.82,70
19/07/2023,7,"09:00:00 a. m.",37,90.77,186
19/07/2023,10,"08:00:00 a. m.",3,116.14,53
20/07/2023,9,"03:00:00 p. m.",29,30.14,99
20/07/2023,2,"11:00:00 p. m.",7,123.07,96
20/07/2023,12,"07:00:00 p. m.",90,59.88,24
20/07/2023,13,"11:00:00 a. m.",88,146.63,18
20/07/2023,13,"01:00:00 p. m.",63,122.26,154
20/07/2023,11,"10:00:00 a. m.",16,141.21,40
20/07/2023,14,"05:00:00 p. m.",85,71.13,0
20/07/2023,10,"06:00:00 p. m.",34,79.29,9
20/07/2023,1,"11:00:00 a. m.",37,100.43,173
20/07/2023,12,"11:00:00 a. m.",92,96.49,30
20/07/2023,15,"07:00:00 p. m.",9,135.79,18
20/07/2023,12,"06:00:00 p. m.",39,32.05,2
20/07/2023,11,"01:00:00 p. m.",4,101.23,59
20/07/2023,12,"05:00:00 a. m.",10,65.67,29
20/07/2023,15,"06:00:00 p. m.",83,102.19,16
20/07/2023,14,"07:00:00 p. m.",64,115.24,24
20/07/2023,13,"05:00:00 p. m.",46,137.12,155
20/07/2023,10,"12:00:00 a. m.",44,129.66,41
20/07/2023,13,"05:00:00 p. m.",95,137.56,160
20/07/2023,5,"08:00:00 a. m.",5,137.88,80
21/07/2023,2,"03:00:00 p. m.",19,109.27,77
21/07/2023,4,"01:00:00 a. m.",36,111.15,22
21/07/2023,6,"04:00:00 a. m.",12,62.69,59
21/07/2023,3,"11:00:00 p. m.",70,119.14,99
21/07/2023,1,"02:00:00 a. m.",54,69,63
21/07/2023,7,"02:00:00 a. m.",25,144.2,56
21/07/2023,7,"07:00:00 a. m.",58,132.53,91
22/07/2023,14,"04:00:00 p. m.",4,115.73,20
22/07/2023,5,"07:00:00 p. m.",73,116.53,80
22/07/2023,9,"05:00:00 a. m.",31,139.47,26
22/07/2023,15,"06:00:00 p. m.",33,72.08,30
22/07/2023,6,"05:00:00 p. m.",53,139.71,139
22/07/2023,5,"04:00:00 p. m.",19,57.58,22
22/07/2023,15,"01:00:00 p. m.",3,83.79,79
22/07/2023,11,"12:00:00 a. m.",80,52.48,136
22/07/2023,1,"10:00:00 p. m.",100,54.64,103
22/07/2023,8,"04:00:00 p. m.",88,116.75,8
22/07/2023,15,"06:00:00 p. m.",2,49.48,22
22/07/2023,4,"05:00:00 p. m.",98,86.21,42
22/07/2023,5,"02:00:00 p. m.",33,84.45,114
22/07/2023,10,"10:00:00 a. m.",69,52.64,52
22/07/2023,2,"04:00:00 p. m.",36,46.7,94
22/07/2023,1,"09:00:00 p. m.",31,56.69,124
22/07/2023,2,"02:00:00 a. m.",87,35.98,73
23/07/2023,9,"08:00:00 p. m.",33,121.61,27
23/07/2023,14,"07:00:00 p. m.",90,64.99,30
23/07/2023,12,"04:00:00 a. m.",77,64.31,30
23/07/2023,9,"05:00:00 p. m.",73,52.02,98
23/07/2023,9,"11:00:00 a. m.",58,89.84,11
23/07/2023,8,"10:00:00 a. m.",18,81.51,45
23/07/2023,9,"04:00:00 p. m.",78,107.2,39
23/07/2023,9,"08:00:00 p. m.",78,87.77,2
24/07/2023,6,"12:00:00 a. m.",41,83.67,49
24/07/2023,3,"08:00:00 a. m.",10,43.85,12
24/07/2023,11,"12:00:00 p. m.",82,72.66,119
24/07/2023,9,"09:00:00 p. m.",80,34.06,72
24/07/2023,6,"09:00:00 p. m.",99,87.79,31
24/07/2023,2,"01:00:00 p. m.",84,134.69,21
24/07/2023,1,"10:00:00 a. m.",98,39.31,196
24/07/2023,2,"09:00:00 p. m.",21,136.82,24
24/07/2023,6,"05:00:00 p. m.",84,127.77,101
24/07/2023,8,"08:00:00 a. m.",49,122.39,17
24/07/2023,11,"12:00:00 a. m.",48,124.37,133
25/07/2023,3,"11:00:00 a. m.",11,47.72,68
25/07/2023,1,"02:00:00 a. m.",24,103.21,137
25/07/2023,11,"08:00:00 p. m.",84,48.76,19
25/07/2023,6,"01:00:00 p. m.",78,132.47,176
25/07/2023,7,"08:00:00 p. m.",39,116.34,150
25/07/2023,13,"10:00:00 a. m.",30,112.75,187
25/07/2023,3,"09:00:00 p. m.",94,112.93,132
25/07/2023,13,"10:00:00 a. m.",8,106.95,166
25/07/2023,12,"06:00:00 a. m.",40,46.93,3
25/07/2023,2,"10:00:00 p. m.",87,115.58,55
25/07/2023,9,"07:00:00 p. m.",95,125.8,93
25/07/2023,9,"11:00:00 p. m.",53,57.21,80
26/07/2023,12,"09:00:00 a. m.",71,41.75,33
26/07/2023,4,"07:00:00 a. m.",17,87.8,50
26/07/2023,6,"12:00:00 a. m.",76,91.19,10
26/07/2023,14,"04:00:00 a. m.",52,146.42,13
26/07/2023,7,"02:00:00 p. m.",7,113.21,56
26/07/2023,14,"03:00:00 a. m.",54,97.3,28
26/07/2023,7,"01:00:00 a. m.",69,49.01,89
26/07/2023,14,"09:00:00 a. m.",30,146.12,37
26/07/2023,10,"07:00:00 p. m.",61,99.68,23
26/07/2023,3,"08:00:00 a. m.",87,88.71,73
27/07/2023,10,"12:00:00 a. m.",21,142.37,99
27/07/2023,6,"07:00:00 p. m.",62,95.99,23
27/07/2023,12,"11:00:00 p. m.",10,63.51,44
27/07/2023,14,"08:00:00 a. m.",58,123.71,41
27/07/2023,6,"10:00:00 a. m.",43,86.39,13
27/07/2023,2,"07:00:00 p. m.",84,101.43,95
27/07/2023,9,"03:00:00 a. m.",67,105.2,36
28/07/2023,5,"07:00:00 p. m.",64,125.04,19
28/07/2023,6,"11:00:00 p. m.",72,66.36,117
28/07/2023,10,"03:00:00 p. m.",36,85.05,100
28/07/2023,12,"02:00:00 p. m.",11,105.08,4
28/07/2023,12,"11:00:00 a. m.",23,100.34,24
28/07/2023,3,"09:00:00 a. m.",61,84.81,96
29/07/2023,1,"01:00:00 a. m.",30,143.43,69
29/07/2023,7,"01:00:00 a. m.",92,92.42,73
29/07/2023,6,"11:00:00 p. m.",24,90.64,41
29/07/2023,1,"09:00:00 a. m.",32,61.58,55
29/07/2023,12,"05:00:00 p. m.",52,146.61,8
29/07/2023,11,"12:00:00 a. m.",4,66.55,96
29/07/2023,15,"06:00:00 p. m.",70,133.02,80
29/07/2023,2,"08:00:00 a. m.",64,48.8,20
29/07/2023,11,"03:00:00 p. m.",97,146.19,32
29/07/2023,5,"08:00:00 a. m.",1,117.93,77
29/07/2023,12,"12:00:00 p. m.",49,64.54,0
29/07/2023,10,"01:00:00 a. m.",81,92.19,82
29/07/2023,7,"09:00:00 a. m.",24,48.68,48
29/07/2023,7,"08:00:00 p. m.",7,46.76,98
29/07/2023,10,"02:00:00 p. m.",3,69.19,21
30/07/2023,6,"04:00:00 a. m.",88,60.19,107
30/07/2023,13,"01:00:00 p. m.",55,95.12,173
30/07/2023,12,"03:00:00 a. m.",33,117.15,46
30/07/2023,13,"08:00:00 p. m.",7,78.69,130
30/07/2023,9,"10:00:00 a. m.",73,75.65,30
30/07/2023,4,"06:00:00 a. m.",27,100.94,91
30/07/2023,13,"05:00:00 a. m.",9,44.43,177
30/07/2023,3,"03:00:00 p. m.",57,59.32,98
30/07/2023,1,"07:00:00 a. m.",80,136.06,109
30/07/2023,10,"03:00:00 p. m.",21,137.6,19
30/07/2023,1,"02:00:00 a. m.",27,86.42,77
30/07/2023,5,"04:00:00 a. m.",7,96.41,128
30/07/2023,3,"04:00:00 a. m.",94,149.77,68
30/07/2023,9,"04:00:00 a. m.",18,91.38,19
30/07/2023,3,"08:00:00 p. m.",77,115.1,4
31/07/2023,14,"12:00:00 p. m.",34,50,2
31/07/2023,11,"10:00:00 a. m.",31,115,144
31/07/2023,6,"02:00:00 p. m.",89,113.29,28
31/07/2023,2,"04:00:00 p. m.",46,139.89,17
31/07/2023,1,"06:00:00 p. m.",96,34.69,69
31/07/2023,6,"01:00:00 p. m.",59,76.33,72
31/07/2023,11,"04:00:00 p. m.",67,134.29,118
01/08/2023,4,"02:00:00 p. m.",55,144.9,91
01/08/2023,4,"07:00:00 a. m.",62,94.83,13
01/08/2023,9,"12:00:00 a. m.",40,96.63,32
01/08/2023,4,"05:00:00 a. m.",93,80.17,58
01/08/2023,6,"07:00:00 p. m.",52,88.37,121
01/08/2023,14,"07:00:00 p. m.",36,105.24,14
01/08/2023,15,"05:00:00 a. m.",66,98.72,76
01/08/2023,5,"01:00:00 a. m.",52,149.25,181
02/08/2023,9,"07:00:00 p. m.",59,127.53,72
02/08/2023,2,"02:00:00 p. m.",80,55.93,0
02/08/2023,2,"07:00:00 a. m.",76,117.35,7
02/08/2023,10,"11:00:00 a. m.",14,41.07,67
02/08/2023,10,"07:00:00 a. m.",12,135.17,51
02/08/2023,3,"10:00:00 a. m.",69,116.46,13
02/08/2023,10,"11:00:00 a. m.",98,142.38,62
02/08/2023,12,"02:00:00 a. m.",90,89.55,14
02/08/2023,14,"04:00:00 a. m.",86,128.58,17
02/08/2023,8,"06:00:00 a. m.",77,138.94,10
02/08/2023,1,"08:00:00 a. m.",16,57.98,14
02/08/2023,5,"01:00:00 p. m.",50,59.65,49
02/08/2023,9,"08:00:00 p. m.",14,106.84,2
03/08/2023,10,"07:00:00 a. m.",1,73.38,80
03/08/2023,2,"09:00:00 p. m.",55,77.71,63
03/08/2023,7,"10:00:00 a. m.",44,58.68,23
03/08/2023,7,"07:00:00 a. m.",68,109.5,190
03/08/2023,4,"10:00:00 a. m.",70,144.86,52
03/08/2023,11,"11:00:00 a. m.",3,68.94,140
03/08/2023,7,"01:00:00 a. m.",87,140.14,126
03/08/2023,13,"11:00:00 a. m.",55,43.85,148
03/08/2023,5,"04:00:00 a. m.",68,55.37,59
03/08/2023,9,"06:00:00 a. m.",70,100.71,26
04/08/2023,5,"08:00:00 p. m.",48,79.17,22
04/08/2023,13,"08:00:00 a. m.",34,40.08,103
04/08/2023,5,"03:00:00 p. m.",58,117.62,83
04/08/2023,15,"06:00:00 a. m.",63,135.03,21
04/08/2023,6,"06:00:00 a. m.",20,61.33,14
04/08/2023,12,"07:00:00 a. m.",38,104.45,9
04/08/2023,7,"08:00:00 a. m.",82,75.65,2
04/08/2023,7,"05:00:00 p. m.",99,63.25,38
04/08/2023,2,"02:00:00 p. m.",92,69.28,98
04/08/2023,11,"05:00:00 p. m.",38,47.63,118
04/08/2023,8,"04:00:00 p. m.",12,99.13,18
04/08/2023,9,"10:00:00 a. m.",64,45.31,30
04/08/2023,8,"11:00:00 p. m.",11,39.49,49
04/08/2023,6,"09:00:00 p. m.",6,104.62,73
05/08/2023,9,"05:00:00 a. m.",75,90.72,13
05/08/2023,5,"09:00:00 a. m.",29,126.99,36
05/08/2023,4,"11:00:00 a. m.",60,105.87,95
05/08/2023,14,"06:00:00 p. m.",34,112.02,3
05/08/2023,10,"08:00:00 p. m.",86,45.94,38
05/08/2023,1,"01:00:00 a. m.",45,120.97,26
05/08/2023,9,"03:00:00 p. m.",42,46.26,41
05/08/2023,10,"11:00:00 a. m.",13,64.34,80
06/08/2023,8,"05:00:00 a. m.",70,41.74,13
06/08/2023,2,"01:00:00 p. m.",77,102.09,41
06/08/2023,11,"11:00:00 p. m.",91,75.15,50
06/08/2023,13,"05:00:00 a. m.",83,38.69,84
06/08/2023,10,"10:00:00 p. m.",51,93.31,82
06/08/2023,11,"10:00:00 p. m.",78,69.72,91
06/08/2023,13,"08:00:00 a. m.",84,115.53,49
06/08/2023,10,"07:00:00 p. m.",24,74.5,32
06/08/2023,3,"02:00:00 p. m.",25,96.9,110
06/08/2023,14,"11:00:00 p. m.",35,38.52,14
07/08/2023,3,"09:00:00 p. m.",22,58.47,146
07/08/2023,4,"06:00:00 a. m.",24,85.25,22
07/08/2023,15,"02:00:00 a. m.",69,127.04,63
07/08/2023,12,"02:00:00 a. m.",5,48.96,0
07/08/2023,14,"10:00:00 p. m.",63,45.27,23
08/08/2023,9,"02:00:00 p. m.",80,126.85,83
08/08/2023,5,"10:00:00 p. m.",24,30.29,195
08/08/2023,9,"06:00:00 a. m.",71,70.01,39
08/08/2023,8,"11:00:00 a. m.",36,69.72,33
08/08/2023,2,"09:00:00 p. m.",79,121.59,30
08/08/2023,11,"04:00:00 a. m.",19,45.93,127
08/08/2023,10,"03:00:00 p. m.",61,123.2,14
08/08/2023,12,"09:00:00 p. m.",66,81.09,0
08/08/2023,11,"06:00:00 a. m.",19,62.71,71
08/08/2023,8,"12:00:00 p. m.",81,90.61,41
08/08/2023,5,"10:00:00 p. m.",21,113.95,120
08/08/2023,10,"03:00:00 p. m.",61,89.06,78
09/08/2023,5,"12:00:00 a. m.",8,61.37,196
09/08/2023,9,"11:00:00 a. m.",8,88.31,50
09/08/2023,2,"10:00:00 p. m.",32,54.04,76
09/08/2023,12,"04:00:00 a. m.",40,40.63,7
09/08/2023,11,"07:00:00 p. m.",64,70.02,87
09/08/2023,6,"08:00:00 p. m.",68,94.34,45
09/08/2023,3,"01:00:00 a. m.",41,51.32,118
09/08/2023,13,"05:00:00 a. m.",66,74.87,52
09/08/2023,1,"10:00:00 p. m.",82,147.73,75
10/08/2023,11,"07:00:00 p. m.",100,55.85,29
10/08/2023,4,"07:00:00 a. m.",26,139.01,58
10/08/2023,2,"03:00:00 p. m.",15,129.54,61
10/08/2023,2,"09:00:00 a. m.",87,74.05,9
10/08/2023,12,"12:00:00 a. m.",92,115.72,34
10/08/2023,10,"11:00:00 a. m.",11,111.68,96
10/08/2023,12,"12:00:00 p. m.",28,132.07,37
10/08/2023,11,"09:00:00 p. m.",33,87.94,10
11/08/2023,15,"12:00:00 a. m.",40,54.91,94
11/08/2023,2,"03:00:00 p. m.",94,145.86,87
11/08/2023,13,"07:00:00 a. m.",28,30.14,83
11/08/2023,10,"11:00:00 a. m.",100,40.71,62
11/08/2023,14,"10:00:00 a. m.",52,33.46,44
11/08/2023,1,"04:00:00 p. m.",77,117.41,129
11/08/2023,4,"04:00:00 p. m.",97,48.87,62
11/08/2023,7,"03:00:00 a. m.",56,95.72,131
11/08/2023,12,"07:00:00 a. m.",97,68,15
11/08/2023,10,"06:00:00 a. m.",26,61.81,89
11/08/2023,1,"08:00:00 a. m.",78,72.01,81
11/08/2023,9,"05:00:00 p. m.",92,71.36,78
11/08/2023,3,"01:00:00 a. m.",38,67.72,109
12/08/2023,2,"01:00:00 a. m.",39,43.24,63
12/08/2023,1,"06:00:00 p. m.",88,83.32,1
12/08/2023,1,"01:00:00 a. m.",7,111.62,101
12/08/2023,1,"02:00:00 p. m.",27,72.92,91
12/08/2023,12,"02:00:00 a. m.",79,83.16,42
12/08/2023,5,"06:00:00 p. m.",25,48.66,14
12/08/2023,14,"05:00:00 a. m.",80,134.85,30
13/08/2023,6,"10:00:00 a. m.",82,61.23,45
13/08/2023,12,"06:00:00 a. m.",25,67.34,42
13/08/2023,1,"05:00:00 p. m.",41,106.27,112
13/08/2023,5,"12:00:00 p. m.",45,132.82,82
13/08/2023,5,"01:00:00 a. m.",2,92.95,165
13/08/2023,3,"01:00:00 p. m.",23,112.79,70
13/08/2023,1,"11:00:00 p. m.",39,120.2,83
13/08/2023,10,"10:00:00 a. m.",66,137.35,48
13/08/2023,11,"11:00:00 a. m.",73,84.38,56
13/08/2023,8,"03:00:00 a. m.",98,147.29,41
13/08/2023,14,"09:00:00 a. m.",78,116.85,32
14/08/2023,13,"11:00:00 a. m.",94,35.16,47
14/08/2023,9,"11:00:00 p. m.",65,79.52,63
14/08/2023,14,"01:00:00 p. m.",31,84.48,48
14/08/2023,4,"06:00:00 p. m.",43,146.56,52
14/08/2023,4,"06:00:00 p. m.",58,144.28,7
14/08/2023,7,"12:00:00 a. m.",72,122.13,26
14/08/2023,7,"01:00:00 a. m.",29,91.01,80
14/08/2023,12,"12:00:00 p. m.",48,67.93,26
14/08/2023,10,"01:00:00 a. m.",77,148.41,75
14/08/2023,1,"05:00:00 a. m.",75,85.65,74
14/08/2023,5,"03:00:00 a. m.",76,119.82,174
14/08/2023,15,"12:00:00 a. m.",35,61.73,26
14/08/2023,5,"06:00:00 p. m.",31,129.76,77
14/08/2023,4,"11:00:00 p. m.",13,65.16,16
14/08/2023,14,"05:00:00 p. m.",68,49.08,38
14/08/2023,13,"03:00:00 a. m.",64,112.38,40
15/08/2023,10,"10:00:00 a. m.",30,142.4,62
15/08/2023,9,"11:00:00 p. m.",46,90.53,67
15/08/2023,4,"02:00:00 p. m.",20,54.19,55
15/08/2023,4,"02:00:00 a. m.",38,114.98,79
15/08/2023,2,"12:00:00 p. m.",32,89.45,44
15/08/2023,11,"01:00:00 a. m.",5,111.5,99
16/08/2023,6,"04:00:00 a. m.",86,76.61,77
16/08/2023,13,"11:00:00 p. m.",41,106.34,21
16/08/2023,4,"04:00:00 a. m.",65,108.2,26
16/08/2023,1,"10:00:00 p. m.",25,91.9,156
17/08/2023,3,"02:00:00 a. m.",50,144.37,47
17/08/2023,3,"06:00:00 p. m.",79,77.87,58
17/08/2023,2,"12:00:00 p. m.",98,142.62,72
17/08/2023,3,"12:00:00 a. m.",15,63.68,8
17/08/2023,1,"04:00:00 a. m.",82,115.03,116
17/08/2023,2,"09:00:00 p. m.",20,105.96,16
17/08/2023,12,"07:00:00 p. m.",91,149.74,9
17/08/2023,13,"03:00:00 p. m.",96,96.68,40
17/08/2023,7,"06:00:00 p. m.",25,124.61,102
17/08/2023,11,"08:00:00 p. m.",17,108.89,2
17/08/2023,8,"03:00:00 a. m.",76,107.8,26
18/08/2023,7,"10:00:00 p. m.",94,121.46,118
18/08/2023,2,"08:00:00 p. m.",61,125.77,58
18/08/2023,15,"11:00:00 p. m.",51,93.71,16
18/08/2023,7,"01:00:00 p. m.",91,32.4,135
18/08/2023,3,"03:00:00 p. m.",32,88.82,46
18/08/2023,9,"08:00:00 a. m.",8,37.01,45
19/08/2023,9,"04:00:00 a. m.",10,70.05,77
19/08/2023,15,"08:00:00 a. m.",51,128.19,65
19/08/2023,8,"09:00:00 p. m.",69,75.99,9
19/08/2023,5,"05:00:00 p. m.",62,63.62,157
19/08/2023,10,"08:00:00 p. m.",3,49.4,28
19/08/2023,9,"03:00:00 a. m.",67,51.96,20
19/08/2023,12,"09:00:00 a. m.",50,96.17,0
19/08/2023,8,"12:00:00 p. m.",42,66.33,27
19/08/2023,6,"05:00:00 p. m.",95,53.76,131
20/08/2023,15,"07:00:00 a. m.",43,121.38,24
20/08/2023,6,"04:00:00 a. m.",82,126.78,167
20/08/2023,9,"10:00:00 p. m.",48,60.28,29
20/08/2023,10,"02:00:00 p. m.",58,56.04,32
20/08/2023,5,"09:00:00 a. m.",28,99.63,170
20/08/2023,12,"10:00:00 a. m.",34,119.73,8
20/08/2023,3,"09:00:00 a. m.",34,53.75,24
20/08/2023,11,"12:00:00 a. m.",8,102.66,118
20/08/2023,6,"08:00:00 p. m.",84,147.74,160
20/08/2023,15,"05:00:00 p. m.",44,132.8,25
20/08/2023,1,"10:00:00 p. m.",46,119.22,174
21/08/2023,6,"01:00:00 p. m.",36,97.21,69
21/08/2023,3,"07:00:00 p. m.",61,124.31,60
21/08/2023,14,"05:00:00 a. m.",23,134.94,31
21/08/2023,7,"11:00:00 p. m.",86,81.81,89
21/08/2023,5,"12:00:00 p. m.",21,73.89,184
21/08/2023,7,"08:00:00 p. m.",31,148.51,189
21/08/2023,1,"11:00:00 p. m.",23,146.6,66
21/08/2023,7,"06:00:00 a. m.",57,108.71,96
21/08/2023,12,"10:00:00 p. m.",80,106.79,30
22/08/2023,2,"09:00:00 p. m.",47,122.42,66
22/08/2023,7,"04:00:00 p. m.",52,132.98,122
22/08/2023,11,"10:00:00 p. m.",13,41.83,21
22/08/2023,6,"07:00:00 p. m.",9,142.44,85
22/08/2023,5,"12:00:00 a. m.",31,98.66,127
22/08/2023,13,"01:00:00 a. m.",92,122.11,24
22/08/2023,2,"05:00:00 p. m.",8,35.33,11
23/08/2023,5,"12:00:00 a. m.",94,147.03,88
23/08/2023,6,"02:00:00 a. m.",39,103.89,148
23/08/2023,7,"01:00:00 a. m.",21,64.5,14
23/08/2023,11,"05:00:00 p. m.",29,60.26,1
23/08/2023,5,"12:00:00 p. m.",30,107.83,143
23/08/2023,10,"08:00:00 a. m.",11,53.55,26
23/08/2023,8,"05:00:00 a. m.",9,146.85,9
24/08/2023,6,"07:00:00 p. m.",31,136.05,195
24/08/2023,12,"06:00:00 a. m.",83,77.2,1
24/08/2023,10,"09:00:00 a. m.",45,86.13,18
24/08/2023,5,"08:00:00 p. m.",86,85.44,158
25/08/2023,2,"08:00:00 p. m.",60,64.37,9
25/08/2023,13,"04:00:00 a. m.",15,52.98,78
25/08/2023,12,"06:00:00 p. m.",21,65.86,13
25/08/2023,15,"10:00:00 a. m.",96,130.2,82
25/08/2023,6,"02:00:00 p. m.",31,80.96,169
25/08/2023,13,"04:00:00 p. m.",97,97.3,166
25/08/2023,3,"02:00:00 a. m.",82,124.03,2
25/08/2023,2,"09:00:00 a. m.",26,106.95,19
25/08/2023,10,"04:00:00 p. m.",15,102.27,1
26/08/2023,7,"07:00:00 p. m.",56,123.76,154
26/08/2023,13,"07:00:00 a. m.",58,62.84,105
26/08/2023,15,"07:00:00 a. m.",52,80.06,98
26/08/2023,7,"04:00:00 p. m.",90,110.75,49
26/08/2023,1,"03:00:00 p. m.",46,63.31,71
26/08/2023,14,"11:00:00 p. m.",32,77.49,33
26/08/2023,11,"05:00:00 a. m.",3,62.73,109
26/08/2023,1,"03:00:00 p. m.",12,85.11,120
26/08/2023,11,"07:00:00 p. m.",85,39.23,100
